title,lot_number,price,high_bidder,item_number,page,percent_of_price,artist
"GAME OF THRONES #2/330 24x33 art print 2012 Mondo, art by Vania Zouravliov, regular edition!",6x0767,116,Pi699098,5884929,19,0.02,Vania Zouravliov
"GAME OF THRONES #2/380 17x32 art print 2012 Mondo, Danger, White Walker, regular edition!",6x0768,66,Ca708105,5884930,19,0.01,Daniel Danger
"GAME OF THRONES signed #6/75 12x20 art print 2013 by Rich Kelly, Mondo, Ambush, first edition!",6x0769,53,Al702890,5884931,19,0.01,Rich Kelly
"EXORCIST #2/275 24x36 art print 2019 Mondo, demon hands by Timothy Pittides, first edition!",6x0667,185,Kamp75,5884829,19,0.03,Timothy Pittides
"GAME OF THRONES #9/75 16x20 art print 2013 Mondo, art by Jason Edmiston, Mother of Dragons!",6x0771,990,Ga702662,5884933,19,0.14,Jason Edmiston
"GAME OF THRONES #364/365 24x36 art print 2013 Mondo, art by Kilian Eng!",6x0772,131,Cl701484,5884934,19,0.02,Kilian Eng
"GAME OF THRONES #2/200 24x36 art print 2013 Mondo, Vania Zouravliov, brown edition!",6x0773,107,Ol707673,5884935,19,0.01,Vania Zouravliov
"GANGS OF NEW YORK #2/225 18x24 art print 2018 Mondo, bloody gang fight art by Lee Bermejo!",6x0774,150,Bo705443,5884936,19,0.02,Lee Bermejo
"GARGOYLES #2/235 18x24 art print 2017 Mondo, art by Phantom City Creative, first edition!",6x0775,142,On700903,5884937,19,0.02,Phantom City Creative
"FRANKENSTEIN #2/125 18x24 art print 2018 Mondo, Phantom City Creative, variant edition!",6x0740,112,Co703609,5884902,19,0.02,Phantom City Creative
"GASLIGHT #2/60 24x36 art print 2019 Mondo, art by Tomer Hanuka!",6x0776,173,dexblack,5884938,19,0.02,Tomer Hanuka
"FRANKENSTEIN #2/375 21x36 art print 2012 Mondo, art by Laurent Durieux, first edition!",6x0727,363,Dabdas,5884889,19,0.05,Laurent Durieux
"GATES OF HELL #14/125 12x36 art print 2012 Mondo, art by Randy Ortiz, first edition!",6x0778,110,BatesMotel,5884940,19,0.02,Randy Ortiz
"GEMINI #2/75 18x24 art print 2018 Mondo, colorful profile, motorcycle art by Brian Stauffer!",6x0779,32,Vo706261,5884941,19,0.0,Brian Stauffer
"GEN CON #2/125 18x24 art print 2018 Mondo, great fantasy wizard and dragon art by Sam Turner!",6x0780,78,renvhoek,5884942,19,0.01,Sam Turner
"FRANKENSTEIN #2/175 18x24 art print 2013 Mondo, Jason Edmiston art of Karloff, first edition!",6x0731,160,Ku688389,5884893,19,0.02,Jason Edmiston
"GET OUT #2/250 24x36 art print 2017 Mondo, art by Francesco Francavilla!",6x0781,245,Mc707114,5884943,19,0.03,Francesco Francavilla
"GET OUT #2/150 18x24 art print 2017 Mondo, coffee mug art of Daniel Kaluuya by Jay Shaw!",6x0782,230,queendimes,5884944,19,0.03,Jay Shaw
"FRANKENSTEIN MEETS THE WOLF MAN #25/225 16x36 art print 2014 Mondo, Elvisdead, regular ed.!",6x0741,131,Be705717,5884903,19,0.02,Elvisdead
"GHIDRAH THE THREE HEADED MONSTER #2/225 24x36 art print 2020 Mondo, Main Edition!",6x0783,155,Th702096,5884945,19,0.02,Phantom City Creative
"CHINESE CONNECTION #2/125 24x36 art print 2019 Mondo, Jock art of Bruce Lee, variant edition!",6x0439,192,pckizer,5884596,12,0.03,Jock
"CAPTAIN AMERICA: THE FIRST AVENGER #87/220 24x36 art print 2011 Mondo, Stout, variant ed.!",6x0413,473,dannfreeman,5884570,12,0.06,Tyler Stout
"CONAN THE BARBARIAN #2/150 24x36 art print 2018 Mondo, Laurent Durieux, variant edition!",6x0464,140,Ba706307,5884621,12,0.02,Laurent Durieux
"CONTRA #2/225 18x24 art print 2017 Mondo, art by Eric Powell!",6x0467,230,Cl706376,5884624,12,0.03,Eric Powell
"CHILD'S PLAY #2/275 24x36 art print 2018 Mondo, Gary Pullin art of Chucky first edition!",6x0433,185,Ro706698,5884590,12,0.03,Gary Pullin
"CONVOY #168/250 18x24 art print 2010 Mondo, Olly Moss art of tire track, first edition!",6x0469,200,costyman,5884626,12,0.03,Olly Moss
"COONSKIN signed #34/100 24x36 art print 2009 by artist Bobby Dixon, Mondo, Alamo!",6x0470,125,Co706324,5884627,12,0.02,Bobby Dixon
"CORALINE #23/225 24x36 art print 2016 Mondo, Graham Erwin, regular edition!",6x0471,213,Ro704336,5884628,12,0.03,Graham Erwin
"BURNING #2/250 24x36 art print 2011 Mondo, art by Phantom City Creative!",6x0392,439,Pi699098,5884549,12,0.06,Phantom City Creative
"CONAN THE BARBARIAN signed #27/225 24x36 art print 2013 Mondo, Martin Ansin, variant edition!",6x0462,320,GarthOak,5884619,12,0.04,Martin Ansin
"CORALINE #25/125 24x36 art print 2016 Mondo, Graham Erwin, variant edition!",6x0472,190,Ch707586,5884629,12,0.03,Graham Erwin
"CORALINE #2/425 24x36 art print 2018 Mondo, art by Cesar Moreno!",6x0473,227,Pi699306,5884630,12,0.03,Cesar Moreno
"COTTON CLUB #2/250 24x36 art print 2020 Mondo, Laurent Durieux, regular edition!",6x0474,155,Sora09,5884631,12,0.02,Laurent Durieux
"CHILLING ADVENTURES OF SABRINA signed #4/150 18x24 art print 2016 by Francavilla, Mondo!",6x0437,205,Sa705253,5884594,12,0.03,Francesco Francavilla
"COWBOYS & ALIENS #202/420 18x24 art print 2011 Mondo, art by Daniel Danger, first edition!",6x0475,47,TriniAus1313,5884632,12,0.01,Daniel Danger
"COWBOYS & ALIENS #2/170 24x36 art print 2011 Mondo, art by Florian Bertmer!",6x0476,53,We700107,5884633,12,0.01,Florian Bertmer
"COWBOYS & ALIENS #2/170 18x24 art print 2011 Mondo, Daniel Craig w/ gun by Janee Meadows!",6x0477,47,Ba706777,5884634,12,0.01,Janee Meadows
"CADDYSHACK #168/175 18x24 art print 2015 Mondo, art by Andrew Kolb, first edition!",6x0397,445,Ru706082,5884554,12,0.06,Andrew Kolb
"COWBOYS & ALIENS #2/190 24x36 art print 2011 Mondo, Tom Whalen, first edition!",6x0478,105,Pa703839,5884635,12,0.01,Tom Whalen
"CREATURE FROM THE BLACK LAGOON #2/475 24x36 art print 2012 Mondo, Alamo, Durieux, first ed.!",6x0479,155,Ch707423,5884636,12,0.02,Laurent Durieux
"CONNECTION #24/75 18x24 art print 2015 Mondo, intense art by Midnight Marauder!",6x0465,69,Ba704473,5884622,12,0.01,Midnight Marauder
"CREATURE FROM THE BLACK LAGOON #2/325 24x36 art print 2012 Mondo, Francavilla, first edition!",6x0481,430,Cr701093,5884638,12,0.06,Francesco Francavilla
"CREATURE FROM THE BLACK LAGOON #2/175 24x36 art print 2012 Mondo, Taylor, variant ed.!",6x0482,200,agentxm,5884639,12,0.03,Ken Taylor
"CLOCKWORK ORANGE #3/275 24x36 art print 2019 Mondo, hand gripping snake by Boris Pelcer!",6x0446,140,Gkast12,5884603,12,0.02,Boris Pelcer
"CREATURE FROM THE BLACK LAGOON #2/175 18x24 art print 2013 Mondo, best Jason Edmiston art!",6x0484,150,Corvidae,5884641,12,0.02,Jason Edmiston
"CREATURE FROM THE BLACK LAGOON #2/300 24x36 art print 2018 Mondo, Universal, Holt, first ed.!",6x0485,370,Do657037,5884642,12,0.05,Brandon Holt
"CREATURE FROM THE BLACK LAGOON #2/125 24x36 art print 2018 Mondo, Universal, variant ed.!",6x0486,155,Ba706841,5884643,12,0.02,Gary Pullin
"CREATURE FROM THE BLACK LAGOON #20/200 18x24 art print 2019 Mondo, art by Drew Struzan!",6x0487,145,Carvell,5884644,12,0.02,Drew Struzan
"CAPTAIN MARVEL #2/325 24x36 art print 2019 Mondo, Jen Bartel, variant edition!",6x0419,117,drewxblood,5884576,12,0.02,Jen Bartel
"CREATURE FROM THE BLACK LAGOON #2/150 24x36 art print 2019 Mondo, Jason Edmiston, variant ed.!",6x0489,320,Corvidae,5884646,12,0.04,Jason Edmiston
"CREATURE FROM THE BLACK LAGOON #5/125 24x36 art print 2019 Mondo, Pittides, variant ed.!",6x0490,203,Hu289412,5884647,12,0.03,Timothy Pittides
"CREATURE FROM THE BLACK LAGOON #4/250 24x36 art print 2019 Mondo, Timothy Pittides, first ed.!",6x0491,360,Corvidae,5884648,12,0.05,Timothy Pittides
"CLOCKWORK ORANGE #298/300 24x36 art print 2016 Mondo, wild art by Rory Kurtz, regular edition!",6x0445,552,Fr707220,5884602,12,0.08,Rory Kurtz
"CASTLEVANIA #2/275 18x24 art print 2018 Mondo, art by Oliver Barrett, Rondo of Blood!",6x0428,568,Cr701093,5884585,12,0.08,Oliver Barrett
"CONVERSATION #1/150 24x36 art print 2018 Mondo, Laurent Durieux & Schuiten, regular edition!",6x0468,355,Sk704354,5884625,12,0.05,"['Laurent Durieux', 'Francois Schuiten']"
"CREEPSHOW #148/150 18x24 art print 2015 Mondo, horror art by We Buy Your Kids, version 2!",6x0495,120,costyman,5884652,12,0.02,We Buy Your Kids
"CREEPSHOW #224/225 18x24 art print 2015 Mondo, horror art of creatures & victims by Boneface!",6x0496,170,Ro706698,5884653,12,0.02,Boneface
"CHINESE CONNECTION #2/225 24x36 art print 2019 Mondo, Jock art of Bruce Lee, regular edition!",6x0438,135,DJJeffreyLA,5884595,12,0.02,Jock
"CREEPSHOW #2/300 24x36 art print 2013 Mondo, Mike Sutfin art of the Creep, regular edition!",6x0492,180,Py702614,5884649,12,0.02,Mike Sutfin
"CREEPSHOW #85/150 18x24 art print 2015 Mondo, horror art by We Buy Your Kids, version 1!",6x0494,105,Ca691213,5884651,12,0.01,We Buy Your Kids
"FRIDAY THE 13th PART 3 - 3D #2/100 18x24 art print 2013 Mondo, Jason Edmiston, variant ed.!",6x0750,550,Sh705488,5884912,21,0.08,Jason Edmiston
"FIELD IN ENGLAND #15/165 18x24 art print 2014 Mondo, wild art of men with swords by Jay Shaw!",6x0684,270,feralkid,5884846,21,0.04,Jay Shaw
"GOLEM #98/100 18x24 art print 2010 Mondo, Alamo Drafthouse, The Silent Giants art!",6x0837,68,Ca691213,5884999,21,0.01,The Silent Giants
"GONE BABY GONE #2/235 24x36 art print 2013 Mondo, Adam Simpson, Ben Affleck Director's Series!",6x0838,84,Mc702960,5885000,21,0.01,Adam Simpson
"GHOSTBUSTERS #2/375 24x36 art print 2018 Mondo, art by Tom Whalen, regular edition!",6x0795,155,Sw703341,5884957,21,0.02,Tom Whalen
"GAME OF THRONES #3/430 24x36 art print 2012 Martin Ansin, Mondo, first edition!",6x0766,102,Sk5178,5884928,21,0.01,Martin Ansin
"GOONIES #6/320 24x36 art print 2012 Mondo, art by Randy Ortiz, Alamo, first edition!",6x0842,578,Na704940,5885004,21,0.08,Randy Ortiz
"GODZILLA #24/150 24x36 art print 2015 Mondo, art by Randy Ortiz, variant edition!",6x0815,165,As703470,5884977,21,0.02,Randy Ortiz
"GOONIES #2/125 24x36 art print 2014 Mondo, art by James Flames, variant edition!",6x0844,402,bmachine,5885006,21,0.05,James Flames
"GAME OF THRONES #5/235 24x36 art print 2013 Mondo, art by Danger, House of the Undying!",6x0770,165,Ca708105,5884932,21,0.02,Daniel Danger
"GOONIES #2/300 24x36 art print 2015 Mondo, art by Tyler Stout, Mondocon variant edition!",6x0846,780,Ga702662,5885008,21,0.11,Tyler Stout
"GHOSTBUSTERS #2/300 24x36 art print 2019 Mondo, art by Ken Taylor, variant edition!",6x0798,385,creeper,5884960,21,0.05,Ken Taylor
"GAME OF DEATH #2/300 24x36 art print 2018 Mondo, Grzegorz Domaradzki, regular edition!",6x0763,165,jsuuun,5884925,21,0.02,Grzegorz Domaradzki
"GOONIES #360/750 24x36 art print 2015 Mondo, art by Tyler Stout, regular edition!",6x0847,580,GokidTwitch,5885009,21,0.08,Tyler Stout
"GOONIES #2/275 18x24 art print 2017 Mondo, cave/skull by George Bletsis, regular edition!",6x0848,230,Ci701486,5885010,21,0.03,George Bletsis
"GODZILLA #2/300 24x36 art print 2015 Mondo, art by Shan Jiang!",6x0816,360,skullisland1933,5884978,21,0.05,Shan Jiang
"GOONIES #2/125 18x24 art print 2017 Mondo, cave/skull by George Bletsis, variant edition!",6x0849,235,Wo702316,5885011,21,0.03,George Bletsis
"GRACELAND #63/150 18x24 art print 2013 Mondo, hands reaching for figure by Jay Shaw!",6x0850,27,jienan1,5885012,21,0.0,Jay Shaw
"GALACTUS #95/100 18x24 art print 2015 Mondo, We Buy Your Kids, Eternity, first edition!",6x0758,225,Mc706377,5884920,21,0.03,We Buy Your Kids
"GRADUATE #4/325 24x36 art print 2016 Mondo, art by Rory Kurtz, first edition!",6x0852,900,Ga702662,5885014,21,0.12,Rory Kurtz
"GHOSTBUSTERS #2/2035 24x36 art print 2019 Mondo, art by Ken Taylor, regular edition!",6x0797,300,GokidTwitch,5884959,21,0.04,Ken Taylor
"FRIDAY THE 13th PART II #2/200 18x24 art print 2017 Mondo, creepy Sam Wolfe Connelly art!",6x0752,126,Lo707859,5884914,21,0.02,Sam Wolfe Connelly
"FORBIDDEN PLANET signed #3/425 24x36 art print 2014 by Laurent Durieux, first edition!",6x0713,1125,Movieikon,5884875,21,0.15,Laurent Durieux
"FINDING NEMO #14/325 24x36 art print 2014 Mondo, art by Tom Whalen, first edition!",6x0690,460,Gl706556,5884852,21,0.06,Tom Whalen
"GRAVITY #2/375 24x36 art print 2013 Mondo, art by Kevin Tong, first edition!",6x0856,155,Bo705443,5885018,21,0.02,Kevin Tong
"GREASY STRANGLER #3/75 18x24 art print 2016 Mondo, wacky art by Alan Hynes!",6x0859,105,Ho700017,5885021,21,0.01,Alan Hynes
"GREEN ROOM #2/175 18x24 art print 2017 Mondo, art by Oliver Barrett, regular edition!",6x0861,375,No703311,5885023,21,0.05,Oliver Barrett
"GOD OF WAR #3/425 24x36 art print 2019 Mondo, art by Matt Taylor!",6x0805,260,dirkmoody,5884967,21,0.04,Matt Taylor
"GODZILLA VS. THE SEA MONSTER signed #4/120 20x30 art print 2020 by Santa-Maria, Mondo, 1st!",6x0834,280,Ru705255,5884996,21,0.04,Attack Peter
"GREMLINS #2/210 24x36 art print 2013 Mondo, art by Drew Millward, first edition!",6x0865,155,Pe703320,5885027,21,0.02,Drew Millward
"GREMLINS signed #2/225 18x24 art print 2015 by artist Jessica Seamans, Mondo, first edition!",6x0866,255,Lo707884,5885028,21,0.03,Jessica Seamans
"GHOST STORIES #2/100 24x36 art print 2018 Mondo, art by Gary Pullin, variant edition!",6x0792,93,Be699977,5884954,21,0.01,Gary Pullin
"GREMLINS #2/275 18x24 art print 2017 Mondo, wild Mike Saputo art of creature in water!",6x0867,105,renvhoek,5885029,21,0.01,Mike Saputo
"GAME OF DEATH #3/150 24x36 art print 2018 Mondo, Grzegorz Domaradzki, variant edition 2!",6x0765,250,MUHBOOTMINS,5884927,21,0.03,Grzegorz Domaradzki
"FRANKENSTEIN #2/225 18x24 art print 2018 Mondo, Phantom City Creative, regular edition!",6x0739,155,Do701722,5884901,21,0.02,Phantom City Creative
"GHOSTBUSTERS #3/200 24x36 art print 2018 Mondo, art by Tom Whalen, variant edition!",6x0796,230,Si707495,5884958,21,0.03,Tom Whalen
"GUARDIANS OF THE GALAXY #249/250 24x36 art print 2014 Mondo, Drax, regular edition!",6x0871,73,Ha706047,5885033,21,0.01,Phantom City Creative
"GUARDIANS OF THE GALAXY #3/300 24x36 art print 2014 Mondo, Ortiz, Groot, regular edition!",6x0872,196,Me704550,5885034,21,0.03,Randy Ortiz
"GUARDIANS OF THE GALAXY #2/300 24x36 art print 2014 Mondo, Rocket Raccoon, regular edition!",6x0873,220,Me705738,5885035,21,0.03,Kevin Tong
"GUARDIANS OF THE GALAXY #28/40 24x36 art print 2014 Mondo, Stout, cast & crew variant edition!",6x0874,2000,Osan912,5885036,21,0.27,Tyler Stout
"BACK TO THE FUTURE #2/175 24x36 art print 2015 Mondo, James Flames, variant edition!",6x0179,485,MartinBrody,5884336,5,0.07,James Flames
"BACK TO THE FUTURE #21/325 24x36 art print 2016 Mondo, Tong, The Delorean, first edition!",6x0180,225,Br706077,5884337,5,0.03,Kevin Tong
"BACK TO THE FUTURE #20/325 18x24 art print 2017 Mondo, George Bletsis, regular edition!",6x0181,205,ericmcfly,5884338,5,0.03,George Bletsis
"BACK TO THE FUTURE #3/175 18x24 art print 2017 Mondo, George Bletsis, variant edition!",6x0182,315,CurlyTop,5884339,5,0.04,George Bletsis
"BACK TO THE FUTURE #2/375 24x36 art print 2018 Mondo, DKNG, regular edition!",6x0183,280,ThatBoyPaul,5884340,5,0.04,DKNG
"APOCALYPSE NOW #2/125 24x36 art print 2018 Mondo, Laurent Durieux, Jungle, variant edition!",6x0138,347,Cl702459,5884295,5,0.05,Laurent Durieux
"BACK TO THE FUTURE #4/200 24x36 art print 2018 Mondo, DKNG, variant edition!",6x0184,285,ericmcfly,5884341,5,0.04,DKNG
"BACK TO THE FUTURE #6/300 24x36 art print 2019 Mondo, art by 100% Soft!",6x0185,310,Ga702662,5884342,5,0.04,100% Soft (Truck Torrence)
"BACK TO THE FUTURE II #2/330 18x24 art print 2012 Mondo, art by Gianmarco Magnani!",6x0186,151,ericmcfly,5884343,5,0.02,Gianmarco Magnani
"AMERICAN WEREWOLF IN LONDON #2/135 18x24 art print 2012 Mondo, wild art by We Buy Your Kids!",6x0126,390,Am702896,5884283,5,0.05,We Buy Your Kids
"ALIEN 19x25 art print 2016 Mondo, art by Jay Shaw, first edition!",6x0106,1550,Sh272626,5884263,5,0.21,Jay Shaw
"BACK TO THE FUTURE II #2/325 20x36 art print 2015 Mondo, art by Matt Taylor, regular edition!",6x0189,160,ericmcfly,5884346,5,0.02,Matt Taylor
BACK TO THE FUTURE #2/150 12x36 art print 2012 Let's See If You Bastards Can Do Ninety!,6x0175,495,ericmcfly,5884332,5,0.07,Mark Englert
"BABADOOK #2/150 24x36 art print 2019 Mondo, Greg Ruth, variant edition!",6x0170,118,monopainter,5884327,5,0.02,Greg Ruth
"BACK TO THE FUTURE III #3/175 20x36 art print 2015 Mondo, art by Matt Taylor, variant edition!",6x0192,170,Br701231,5884349,5,0.02,Matt Taylor
"BACK TO THE FUTURE III #2/175 18x24 art print 2018 Mondo, art by George Bletsis!",6x0193,175,Lu702843,5884350,5,0.02,George Bletsis
"BADLANDS #2/275 24x36 art print 2015 Mondo, Tomer Hanuka, regular edition!",6x0195,290,Ce706260,5884352,5,0.04,Tomer Hanuka
"BAMBI #4/225 24x36 art print 2017 Mondo, Laurent Durieux, variant edition!",6x0196,240,somewhereinNY,5884353,5,0.03,Laurent Durieux
"BAMBI #2/400 24x36 art print 2017 Mondo, Laurent Durieux, regular edition!",6x0197,210,somewhereinNY,5884354,5,0.03,Laurent Durieux
"BACK TO THE FUTURE II #2/420 18x24 art print 2012 Mondo, Phantom City Creative, set edition!",6x0187,133,Bl489017,5884344,5,0.02,Phantom City Creative
"BASKET CASE signed #21/100 24x36 art print 2009 by artist Alex Pardee, Mondo!",6x0199,260,Ad704019,5884356,5,0.04,Alex Pardee
"ADVENTURE TIME signed #6/60 18x24 art print 2013 by artist Anne Benjamin, Mondo!",6x0082,145,Cl707080,5884239,5,0.02,Anne Benjamin
"BATGIRL #2/150 18x24 art print 2014 Mondo, art by Jason Edmiston!",6x0200,315,GarthOak,5884357,5,0.04,Jason Edmiston
"BATMAN #2/175 15x24 art print 2014 Mondo, art by Gianmarco Magnani, Batcycle, yellow variant!",6x0201,95,Th699305,5884358,5,0.01,Gianmarco Magnani
"BATMAN #2/300 15x24 art print 2014 Mondo, art by Gianmarco Magnani, Batmobile!",6x0202,255,Wh702894,5884359,5,0.03,Gianmarco Magnani
"BATMAN signed #21/300 24x36 art print 2015 by Ken Taylor, Mondo, Mondocon variant edition!",6x0203,313,Wo701586,5884360,5,0.04,Ken Taylor
"BATMAN signed #60/275 18x24 art print 2014 by Brandon Holt, Mondo, regular edition!",6x0205,122,Ro706698,5884362,5,0.02,Brandon Holt
"BACK TO THE FUTURE III #2/420 18x24 art print 2012 Mondo, Alamo, Phantom City Creative!",6x0191,115,Bl489017,5884348,5,0.02,Phantom City Creative
"BATMAN signed #23/125 18x24 art print 2014 by Brandon Holt, Mondo, variant edition!",6x0206,135,Lo699044,5884363,5,0.02,Brandon Holt
"AD ASTRA #2/275 24x36 art print 2019 Mondo, art by Greg Ruth!",6x0066,220,Mo705128,5884223,5,0.03,Greg Ruth
"BATMAN #23/275 24x36 art print 2014 Mondo, art by JC Richard, The Dark Knight Returns!",6x0209,240,No701016,5884366,5,0.03,JC Richard
"BATMAN #2/250 24x36 art print 2014 Mondo, art by Jock, Year One!",6x0210,210,howbouttis,5884367,5,0.03,Jock
"BATMAN #15/75 8x10 art print 2014 Mondo, art by Becky Dreistadt, Ace the Bathound!",6x0208,120,Is700525,5884365,5,0.02,Becky Dreistadt
"BATMAN #25/75 18x24 art print 2014 Mondo, Death in the Family, variant edition!",6x0212,112,Cu705527,5884369,5,0.02,We Buy Your Kids
"BATMAN #24/225 18x24 art print 2014 Mondo, DKNG, The Tumbler, first edition!",6x0213,165,brockkel,5884370,5,0.02,DKNG
"BATMAN signed #222/225 18x24 art print 2016 by Francavilla, Mondo, Detective Comics #874!",6x0215,130,ulmolovesyou,5884372,5,0.02,Francesco Francavilla
"MARVEL CINEMATIC UNIVERSE #2/325 24x36 art print 2018 Matt Taylor, Comic-Con, variant edition",6x0166,400,Cu705527,5884323,5,0.05,Matt Taylor
"BATMAN #2/200 24x36 art print 2019 Mondo, art by David Finch, 24 Rebirth!",6x0218,78,Ga702662,5884375,5,0.01,David Finch
"BATMAN #14/250 24x36 art print 2019 Mondo, art by Dave McKean, Arkham Asylum!",6x0217,105,Ne704636,5884374,5,0.01,Dave McKean
"MAN OF STEEL #10/130 24x36 art print 2013 Mondo, art by Martin Ansin, metal edition!",6x0040,601,Co704851,5884197,5,0.08,Martin Ansin
"APOCALYPSE NOW #6/325 24x36 art print 2018 Mondo, Laurent Durieux, River, regular edition!",6x0139,508,nvskibum,5884296,4,0.07,Laurent Durieux
"APOCALYPSE NOW #2/175 24x36 art print 2018 Mondo, Laurent Durieux, River, variant edition!",6x0140,500,Le699988,5884297,4,0.07,Laurent Durieux
"ARGO #273/290 24x36 art print 2013 Mondo, Matthew Woodson, Ben Affleck Director's Series!",6x0141,90,gfitzg,5884298,4,0.01,Matthew Woodson
"ARMY OF DARKNESS #2/425 24x36 art print 2013 Mondo, Randy Ortiz, first edition!",6x0142,155,St705832,5884299,4,0.02,Randy Ortiz
"ARMY OF DARKNESS #45/275 24x36 art print 2014 Mondo, Richey Beckett, first edition!",6x0143,185,Ba706307,5884300,4,0.03,Richey Beckett
"AKIRA signed #34/80 24x36 art print 2011 Mondo, Alamo, Tyler Stout, variant edition!",6x0095,1550,KA007824,5884252,4,0.21,Tyler Stout
"ARMY OF DARKNESS #23/125 24x36 art print 2014 Mondo, Tom Whalen, variant edition!",6x0144,205,Me700228,5884301,4,0.03,Tom Whalen
"ARRIVAL #2/325 24x36 art print 2017 Mondo, art by Kevin Tong, regular edition!",6x0145,200,nslee97,5884302,4,0.03,Kevin Tong
"ARRIVAL #4/150 24x36 art print 2017 Mondo, art by Kevin Tong, variant edition!",6x0146,230,pheaber,5884303,4,0.03,Kevin Tong
"ARRIVAL #25/175 18x24 art print 2019 Mondo, mystery sci-fi art by Ori Toor!",6x0147,165,Co699315,5884304,4,0.02,Ori Toor
"ASSAULT ON PRECINCT 13 #227/450 24x36 art print 2011 Mondo, Tyler Stout, regular edition!",6x0148,155,Mu700319,5884305,4,0.02,Tyler Stout
"ALADDIN #2/395 24x36 art print 2017 Mondo, art by Matt Taylor!",6x0098,285,Mc702746,5884255,4,0.04,Matt Taylor
"ASSAULT ON PRECINCT 13 #2/245 24x36 art print 2011 Mondo, Tyler Stout, variant edition!",6x0149,180,Mercury88,5884306,4,0.02,Tyler Stout
"ATTACK ON TITAN #20/150 18x36 art print 2017 Mondo, art by Matt Taylor, variant edition!",6x0151,500,Pa699701,5884308,4,0.07,Matt Taylor
"ATTACK THE BLOCK #238/700 24x36 art print 2013 Mondo, Tyler Stout, regular edition!",6x0152,180,De702723,5884309,4,0.02,Tyler Stout
"ATTACK THE BLOCK #102/290 24x36 art print 2013 Mondo, Tyler Stout, variant edition!",6x0153,180,Si705748,5884310,4,0.02,Tyler Stout
"AVATAR: THE LAST AIRBENDER #172/175 24x36 art print 2016 Mondo, art by Sara Kipin!",6x0154,435,Pa699701,5884311,4,0.06,Sara Kipin
"AVATAR: THE LAST AIRBENDER #3/125 24x36 art print 2018 Mondo, Cesar Moreno, variant edition!",6x0155,300,Da702992,5884312,4,0.04,Cesar Moreno
"AVENGERS #3/320 24x36 art print 2012 Mondo, Olly Moss, Marvel's Avengers Series, 1st edition!",6x0156,395,Lu701034,5884313,4,0.05,Olly Moss
"AVENGERS #232/750 24x36 art print 2012 Mondo, Stout, Marvel's Avengers Series, regular ed.!",6x0157,600,Na702298,5884314,4,0.08,Tyler Stout
"BOXTROLLS #11/65 18x24 art print 2015 Mondo, art by Tom Whalen, cardboard variant edition!",6x0041,90,St704268,5884198,4,0.01,Tom Whalen
"AVENGERS #144/350 24x36 art print 2012 Mondo, Stout, Marvel's Avengers Series, variant ed.!",6x0158,595,Bi704815,5884315,4,0.08,Tyler Stout
"AVENGERS #2/300 24x36 art print 2018 Mondo, art by Amien Juugo, regular edition!",6x0159,310,Sc701772,5884316,4,0.04,Amien Juugo
"AVENGERS #2/150 24x36 art print 2018 Mondo, art by Amien Juugo, variant edition!",6x0160,200,bd43274,5884317,4,0.03,Amien Juugo
"AVENGERS: ENDGAME #2/3100 24x36 art print 2019 Mondo, Matt Taylor, Timed edition!",6x0161,315,GokidTwitch,5884318,4,0.04,Matt Taylor
"AVENGERS: ENDGAME #2/325 24x36 art print 2019 Mondo, Matt Taylor, variant edition!",6x0162,285,magerbomb,5884319,4,0.04,Matt Taylor
"MARVEL CINEMATIC UNIVERSE #2/25 24x36 art print 2018 Matt Taylor, Comic-Con, regular edition!",6x0163,410,ko312707,5884320,4,0.06,Matt Taylor
"ALIEN #6/325 24x36 art print 2018 Mondo, art by Florian Bertmer, regular edition!",6x0111,340,Tr706113,5884268,4,0.05,Florian Bertmer
"ALIENS #2/425 24x36 art print 2013 Mondo, art by Ken Taylor, first edition!",6x0117,203,Lu701034,5884274,4,0.03,Ken Taylor
"AVIATOR #2/275 24x36 art print 2017 Mondo, art by Jonathan Burton, regular edition!",6x0167,255,dtuck318,5884324,4,0.03,Jonathan Burton
"ADVENTURE TIME #2/125 18x24 art print 2017 Mondo, George Caltsoudas, variant edition!",6x0088,145,Sp702773,5884245,4,0.02,George Caltsoudas
"AVIATOR #2/150 24x36 art print 2017 Mondo, art by Jonathan Burton, variant edition!",6x0168,220,elubo12,5884325,4,0.03,Jonathan Burton
"ALIENS #2/225 24x36 art print 2013 Mondo, art by Ken Taylor, GID variant edition!",6x0118,200,Ba701224,5884275,4,0.03,Ken Taylor
"BABADOOK #87/125 18x24 art print 2014 Mondo, wild art by We Buy Your Kids, first edition!",6x0169,180,Pu699106,5884326,4,0.02,We Buy Your Kids
"BABY DRIVER #2/250 24x36 art print 2017 Mondo, Matt Taylor, regular edition!",6x0171,155,Di707901,5884328,4,0.02,Matt Taylor
"BABY DRIVER #2/125 24x36 art print 2017 Mondo, Matt Taylor, variant edition!",6x0172,310,Go701873,5884329,4,0.04,Matt Taylor
"BABY DRIVER #2/250 24x36 art print 2017 Mondo, Phantom City Creative, regular edition!",6x0173,165,Sc701772,5884330,4,0.02,Phantom City Creative
"BABY DRIVER #2/125 24x36 art print 2017 Mondo, Phantom City Creative, variant edition!",6x0174,105,moviebuff91,5884331,4,0.01,Phantom City Creative
