title,lot_number,price,high_bidder,item_number,page,percent_of_price,artist
"BACK TO THE FUTURE #2/420 18x24 art print 2012 Mondo, Phantom City Creative, set edition!",6x0176,875,Fr705796,5884333,4,0.12,Phantom City Creative
"BACK TO THE FUTURE #25/225 18x24 art print 2014 Mondo, Matt Taylor, first edition!",6x0177,443,Li703355,5884334,4,0.06,Matt Taylor
"ALADDIN #25/415 24x36 art print 2014 Mondo, art by Tom Whalen!",6x0097,285,smon320,5884254,3,0.04,Tom Whalen
"ALICE IN WONDERLAND #15/490 24x36 art print 2014 Mondo, art by Ken Taylor!",6x0099,500,Le707075,5884256,3,0.07,Ken Taylor
"ALICE IN WONDERLAND #2/440 24x36 art print 2017 Mondo, art by Whalen, regular edition!",6x0101,360,Me704258,5884258,3,0.05,Tom Whalen
"ALICE IN WONDERLAND #21/250 24x36 art print 2017 Mondo, Tom Whalen, variant edition!",6x0102,360,Sh699708,5884259,3,0.05,Tom Whalen
"ALIEN #3/275 24x36 art print 2013 Mondo, art by Randy Ortiz, first edition!",6x0103,210,Sa701827,5884260,3,0.03,Randy Ortiz
"ALIEN signed #15/450 24x36 art print 2014 by Martin Ansin, Mondo, first edition!",6x0104,350,BenJerry15,5884261,3,0.05,Martin Ansin
"ALIEN #25/125 18x24 art print 2014 Mondo, wild different art by We Buy Your Kids!",6x0105,260,Am702896,5884262,3,0.04,We Buy Your Kids
"MUMMY #64/75 24x36 art print 2011 Mondo, art by Martin Ansin, wood edition!",6x0033,360,Fa707534,5884190,3,0.05,Martin Ansin
"ALIEN #62/125 24x36 art print 2016 Mondo, art by Mike Saputo, variant edition!",6x0107,246,portugueso,5884264,3,0.03,Mike Saputo
"ALIEN #2/1785 24x36 art print 2017 Mondo, art by N.C. Winters, regular edition!",6x0108,250,Tr706113,5884265,3,0.03,N.C. Winters
"2001: A SPACE ODYSSEY #3/325 18x36 art print 2017 Mondo, Matthew Woodson, first edition!",6x0051,950,Be705579,5884208,3,0.13,Matthew Woodson
"ALIEN #2/175 24x36 art print 2017 Mondo, art by N.C. Winters, variant edition!",6x0109,150,Fi707919,5884266,3,0.02,N.C. Winter
"ALIEN #2/175 24x36 art print 2018 Mondo, art by Florian Bertmer, variant edition!",6x0112,275,Hi701960,5884269,3,0.04,Florian Bertmer
"ADVENTURE TIME #249/350 24x24 art print 2012 Mondo, Delicious Design League, 8-Bit Jake!",6x0080,88,Gringhost,5884237,3,0.01,Delicious Design League
"ALIEN #2/250 18x24 art print 2018 Mondo, art by Pascal Blanche, regular edition!",6x0113,255,MartinBrody,5884270,3,0.03,Pascal Blanche
"ALIEN #2/150 18x24 art print 2018 Mondo, great art by Pascal Blanche, variant edition!",6x0114,340,Ga702121,5884271,3,0.05,Pascal Blanche
"ALIEN #2/275 24x36 art print 2019 Mondo, art by Phantom City Creative, first edition!",6x0115,215,filmart,5884272,3,0.03,Phantom City Creative
"ALIEN #2/150 24x36 art print 2019 Mondo, art by Phantom City Creative, variant edition!",6x0116,151,He704026,5884273,3,0.02,Phantom City Creative
"ALIENS #15/350 24x36 art print 2014 Mondo, art by Randy Ortiz, first edition!",6x0119,115,De703256,5884276,3,0.02,Randy Ortiz
"AMBASSADOR signed #14/165 18x24 art print 2012 by Mads Brugger, Mondo, Alamo Drafthouse!",6x0120,28,Sp707835,5884277,3,0.0,Delicious Design League
"ALIEN 2-sided 18x24 art print 2017 Mondo, Tyler Stout, Uncut Handbill, regular edition!",6x0110,174,Newayles,5884267,3,0.02,Tyler Stout
"AMERICAN DREAMER #15/120 18x24 art print 2016 Mondo, art by Jay Shaw & Lawrence Schiller!",6x0121,156,emmyatl,5884278,3,0.02,"['Jay Shaw', 'Lawrence Schiller']"
"AMERICAN HONEY #148/150 18x24 art print 2016 Mondo, art of top cast by Simon Prades!",6x0122,88,Bo705443,5884279,3,0.01,Simon Prades
AMERICAN HUSTLE #286/325 18x24 art print 2014 Mondo art of Bale and cast by Matt Taylor!,6x0123,59,renvhoek,5884280,3,0.01,Matt Taylor
"AMERICAN WEREWOLF IN LONDON signed #3/380 14x24 art print 2011 by Olly Moss, Mondo, regular!",6x0124,323,Vr699308,5884281,3,0.04,Olly Moss
"AMERICAN WEREWOLF IN LONDON signed #2/65 14x24 art print 2011 by Olly Moss, Mondo, variant!",6x0125,254,Wo699830,5884282,3,0.03,Olly Moss
"ADVENTURE TIME #2/225 24x36 art print 2012 Mondo, art by JJ Harrison, The Creeps, 1st edition!",6x0071,150,Di706729,5884228,3,0.02,JJ Harrison
"AMERICAN WEREWOLF IN LONDON #2/300 24x36 art print 2017 Mondo, art by Matt Ryan Tobin, regular edition!",6x0128,256,Ma707385,5884285,3,0.03,Matt Ryan Tobin
"AMERICAN WEREWOLF IN LONDON #4/150 24x36 art print 2017 Mondo, Tobin art, variant edition!",6x0129,305,Sm702289,5884286,3,0.04,Matt Ryan Tobin
"ADVENTURE TIME #2/225 18x24 art print 2017 Mondo, George Caltsoudas, regular edition!",6x0087,200,Au702871,5884244,3,0.03,George Caltsoudas
"ADVENTURE TIME #2/250 18x24 art print 2017 Mondo, wild art by Dave Quiggle!",6x0089,230,Ke707421,5884246,3,0.03,Dave Quiggle
"AMIRA & SAM #39/75 18x24 art print 2015 Mondo, Alamo Drafthouse, art by Jay Shaw!",6x0130,24,Ut703407,5884287,3,0.0,Jay Shaw
"ANNIHILATION #4/325 24x36 art print 2018 Mondo, art by Greg Ruth, regular edition!",6x0131,205,Me707634,5884288,3,0.03,Greg Ruth
"TEXAS CHAINSAW MASSACRE #2/25 24x36 art print 2011 Mondo, art by Jeff Proctor, wood edition!",6x0035,725,Ke707732,5884192,3,0.1,Jeff Proctor
OLLY MOSS group of 4 20x36 art prints 2011-2013 variant editions for Hayao Miyazaki movies!,6x0020,3800,Bl704837,5884177,3,0.52,Olly Moss
"ANNIHILATION #2/175 24x36 art print 2018 Mondo, art by Greg Ruth, variant edition!",6x0132,320,Sp705839,5884289,3,0.04,Greg Ruth
"ANT-MAN & THE WASP #225/225 18x24 art print 2018 Mondo, art by Phantom City Creative!",6x0134,130,Sc701772,5884291,3,0.02,Phantom City Creative
"ANT-MAN & THE WASP #2/275 24x36 art print 2019 Mondo, art by Phantom City Creative!",6x0135,205,mbmcfarland,5884292,3,0.03,Phantom City Creative
"ANT-MAN #85/175 24x36 art print 2016 Mondo, art by Ken Taylor, SDCC variant edition!",6x0136,105,St707851,5884293,3,0.01,Ken Taylor
"APOCALYPSE NOW #2/325 24x36 art print 2018 Mondo, Laurent Durieux, Jungle, regular edition!",6x0137,360,Ho508117,5884294,3,0.05,Laurent Durieux
"BATMAN: THE ANIMATED SERIES #2/250 18x24 art print 2018 Mondo, His Silicon Soul, first ed.!",6x0255,205,Wh702894,5884412,7,0.03,Phantom City Creative
"BATMAN signed #25/225 18x24 art print 2016 by Francavilla, Mondo, Crimson Harvest!",6x0214,205,Fr702674,5884371,7,0.03,Francesco Francavilla
"AVENGERS: INFINITY WAR #2/325 24x36 art print 2018 Mondo, Matt Taylor, variant edition!",6x0165,250,Di707901,5884322,7,0.03,Matt Taylor
"BATMAN: THE ANIMATED SERIES #2/200 18x24 art print 2018 Mondo, Perchance to Dream, regular!",6x0258,160,Ne704636,5884415,7,0.02,Phantom City Creative
"BATMAN: THE ANIMATED SERIES #2/225 18x24 art print 2018 Mondo, Pretty Poison, regular edition!",6x0259,185,De704905,5884416,7,0.03,Phantom City Creative
"BATMAN: THE ANIMATED SERIES #2/250 18x24 art print 2018 Mondo, I Am the Night, regular ed.!",6x0256,195,Mo705128,5884413,7,0.03,Phantom City Creative
"BATMAN: THE ANIMATED SERIES #2/275 18x24 art print 2018 Mondo, Shadow of the Bat, regular ed.!",6x0261,100,costyman,5884418,7,0.01,Phantom City Creative
"BATMAN: THE ANIMATED SERIES #2/150 18x24 art print 2018 Mondo, Shadow of the Bat, variant ed.!",6x0262,100,Ne704636,5884419,7,0.01,Phantom City Creative
"BATMAN: THE ANIMATED SERIES #2/150 18x24 art print 2018 Mondo, The Cat & the Claw, variant!",6x0263,120,Fr702674,5884420,7,0.02,Phantom City Creative
"BATMAN #22/200 24x36 art print 2014 Mondo, art by Alex Pardee, Man Bat, first edition!",6x0207,70,Gi704457,5884364,7,0.01,Alex Pardee
"BATMAN: THE ANIMATED SERIES #2/275 18x24 art print 2018 Mondo, The Cat and the Claw, reg. ed.!",6x0264,155,ZedKing,5884421,7,0.02,Phantom City Creative
"BATMAN: THE ANIMATED SERIES #2/200 18x24 art print 2018 Mondo, The Clock King, regular ed.!",6x0266,185,Mc706100,5884423,7,0.03,Phantom City Creative
"BATMAN: THE ANIMATED SERIES #2/275 18x24 art print 2018 Mondo, The Laughing Fish, first ed.!",6x0267,450,Es705576,5884424,7,0.06,Phantom City Creative
"BATMAN: THE ANIMATED SERIES #2/150 18x24 art print 2018 Mondo, The Trial, variant edition!",6x0268,230,Ro704336,5884425,7,0.03,Phantom City Creative
"BATMAN: THE ANIMATED SERIES #2/150 24x36 art print 2018 Mondo, variant edition!",6x0269,210,Is700525,5884426,7,0.03,Phantom City Creative
"BATMAN: THE ANIMATED SERIES #2/175 18x24 art print 2019 Mondo, Christmas with the Joker!",6x0271,300,Jo704224,5884428,7,0.04,Phantom City Creative
"BATMAN: THE ANIMATED SERIES #2/275 18x24 art print 2020 Mondo, Dreams in Darkness, regular!",6x0272,130,Mo705128,5884429,7,0.02,Phantom City Creative
"ANNIHILATION #2/325 24x36 art print 2018 Mondo, art by Rory Kurtz, regular edition!",6x0133,480,Mi707539,5884290,7,0.07,Rory Kurtz
"BATMAN: THE ANIMATED SERIES #2/150 18x24 art print 2020 Mondo, Dreams in Darkness, variant!",6x0273,130,Fidgit,5884430,7,0.02,Phantom City Creative
"BATMAN: THE ANIMATED SERIES #2/275 18x24 art print 2020 Mondo, Harley's Holiday, regular ed.!",6x0274,101,Ke703717,5884431,7,0.01,Phantom City Creative
"BATMAN: THE ANIMATED SERIES #2/150 18x24 art print 2020 Mondo, Harley's Holiday, variant ed.!",6x0275,220,Ro706698,5884432,7,0.03,Phantom City Creative
"BATMAN: THE ANIMATED SERIES #10/225 18x24 art print 2020 Mondo, Moon of the Wolf, regular!",6x0276,115,Vi707687,5884433,7,0.02,Phantom City Creative
"BATMAN: THE ANIMATED SERIES #10/125 18x24 art print 2020 Mondo, Moon of the Wolf, variant!",6x0277,95,costyman,5884434,7,0.01,Phantom City Creative
"BATMAN: THE ANIMATED SERIES #2/225 18x24 art print 2020 Mondo, Night of the Ninja, regular!",6x0278,131,En706570,5884435,7,0.02,Phantom City Creative
"BATMAN: THE ANIMATED SERIES #2/125 18x24 art print 2020 Mondo, Night of the Ninja, variant!",6x0279,130,jsuuun,5884436,7,0.02,Phantom City Creative
"BATMAN: THE ANIMATED SERIES #10/225 2-sided 18x24 art print 2020 Mondo, Two Face, 1st edition!",6x0280,169,Fr701504,5884437,7,0.02,Phantom City Creative
"BATMAN: MASK OF THE PHANTASM signed #3/325 24x36 art print 2017 Mondo, regular edition!",6x0244,200,zdemeter,5884401,7,0.03,Phantom City Creative
"BATMOBILE #24/300 24x36 art print 2016 Mondo, art by Tom Whalen!",6x0284,310,mbmcfarland,5884441,7,0.04,Tom Whalen
"BATMAN: THE ANIMATED SERIES #3/275 24x36 art print 2018 Mondo, regular edition!",6x0260,235,Jo704224,5884417,7,0.03,Phantom City Creative
"BATTLE FOR THE PLANET OF THE APES #17/345 24x36 art print 2011 Mondo, regular edition!",6x0285,83,Sa702117,5884442,7,0.01,Florian Bertmer
"BATTLE FOR THE PLANET OF THE APES #122/125 24x36 art print 2011 Mondo, variant edition!",6x0286,75,mcneilldm,5884443,7,0.01,Florian Bertmer
"BATTLE ROYALE signed #155/225 24x36 art print 2013 by Bryan Lee O'Malley, variant edition!",6x0287,302,Ro701580,5884444,7,0.04,"[""Bryan Lee O'Malley"", 'Kevin Tong']"
"BATMAN: MASK OF THE PHANTASM signed #22/325 24x36 art print 2017 Mondo, regular edition!",6x0245,170,Ne704636,5884402,7,0.02,Phantom City Creative
"BEAUTY & THE BEAST #2/320 24x36 art print 2017 Mondo, Oliver Barrett, regular edition!",6x0289,140,Ri706031,5884446,7,0.02,Oliver Barrett
"BEAUTY & THE BEAST #1/170 24x36 art print 2017 Mondo, Oliver Barrett, variant edition!",6x0290,110,YankeeCase,5884447,7,0.02,Oliver Barrett
"BEETLEJUICE #2/125 18x24 art print 2012 Mondo, creative art by We Buy Your Kids!",6x0292,205,Ga702643,5884449,7,0.03,We Buy Your Kids
"BEETLEJUICE #2/400 24x36 art print 2013 Mondo, Ken Taylor, first edition!",6x0293,1450,Ow708137,5884450,7,0.2,Ken Taylor
"BATMAN: THE ANIMATED SERIES #18/275 18x24 art print 2015 Mondo, Nothing to Fear!",6x0250,215,pknaus,5884407,7,0.03,Phantom City Creative
"BEFORE MIDNIGHT #1/150 18x24 art print 2016 Mondo, great moon & profile art by Jason Munn!",6x0294,110,He707555,5884451,7,0.02,Jason Munn
"BEFORE SUNSET #1/150 18x24 art print 2016 Mondo, great art of couple & sun by Jason Munn!",6x0296,200,He707555,5884453,7,0.03,Jason Munn
"BATMAN #15/275 20x36 art print 2019 Mondo, art by Darwyn Cooke, Batman 37, New 52!",6x0216,165,Ag703441,5884373,8,0.02,Darwyn Cooke
"BENEATH THE PLANET OF THE APES #6/395 24x36 art print 2012 Mondo, Ken Taylor, first edition!",6x0297,105,LINK1733,5884454,8,0.01,Ken Taylor
"BENEATH THE PLANET OF THE APES #2/225 24x36 art print 2018 Mondo, art by Eric Powell!",6x0298,195,Ma700687,5884455,8,0.03,Eric Powell
"BACK TO THE FUTURE II #2/250 18x24 art print 2018 Mondo, wild art by George Bletsis!",6x0190,270,Ga702662,5884347,8,0.04,George Bletsis
"BEFORE SUNRISE #1/150 18x24 art print 2016 Mondo, great moon & profile art by Jason Munn!",6x0295,110,He707555,5884452,8,0.02,Jason Munn
"BATMAN: THE ANIMATED SERIES #2/225 18x24 art print 2018 Mondo, Bane, first edition!",6x0265,140,Hi701960,5884422,8,0.02,Phantom City Creative
"BERNIE #133/175 18x24 art print 2016 Mondo, funeral flower art by Phantom City Creative!",6x0301,90,Br700099,5884458,8,0.01,Phantom City Creative
"BEYOND #4/270 18x36 art print 2011 Mondo, art by Ken Taylor, regular edition!",6x0302,170,Po703866,5884459,8,0.02,Ken Taylor
"BEYOND #10/90 18x36 art print 2011 Mondo, art by Ken Taylor, variant edition!",6x0303,156,tognazzi69,5884460,8,0.02,Ken Taylor
"BEYOND THE BLACK RAINBOW #2/135 18x24 art print 2012 Mondo, Jay Shaw, first edition!",6x0304,125,Lj707055,5884461,8,0.02,Jay Shaw
"BIG HERO 6 #2/200 24x36 art print 2017 Mondo, Ken Taylor, variant edition!",6x0306,310,Ga703236,5884463,8,0.04,Ken Taylor
"BIG TROUBLE IN LITTLE CHINA #2/275 24x36 art print 2017 Mondo, art by Sam Bosma!",6x0309,341,Fl705086,5884466,8,0.05,Sam Bosma
"BIG TROUBLE IN LITTLE CHINA #2/175 18x24 art print 2018 Mondo, different variant edition!",6x0310,272,Gu703680,5884467,8,0.04,Phantom City Creative
"BIG TROUBLE IN LITTLE CHINA #2/150 24x36 art print 2018 Mondo, variant edition!",6x0312,475,Tu706236,5884469,8,0.06,Phantom City Creative
"BIG TROUBLE IN LITTLE CHINA #10/250 24x36 art print 2020 Mondo, art by Rich Kelly!",6x0313,258,blegg28,5884470,8,0.04,Rich Kelly
"BILL & TED'S BOGUS JOURNEY #3/225 24x36 art print 2019 Mondo, Matt Ryan Tobin!",6x0315,105,Ro705754,5884472,8,0.01,Matt Ryan Tobin
"BILL & TED'S EXCELLENT ADVENTURE #1/225 24x36 art print 2014 Mondo, DKNG, Alamo Drafthouse!",6x0316,125,My706429,5884473,8,0.02,DKNG
"BILL & TED'S EXCELLENT ADVENTURE #10/225 24x36 art print 2020 Mondo, Matt Ryan Tobin",6x0317,165,Fr621519,5884474,8,0.02,Matt Ryan Tobin
"BILL HICKS #3/200 18x24 art print 2011 Mondo, great close-up art of him by Ken Taylor!",6x0318,170,Al702890,5884475,8,0.02,Ken Taylor
"BATMAN #2/175 18x24 art print 2019 Mondo, Batman 11, Fred Ray & Jerry Robinson art!",6x0232,112,Sp702773,5884389,8,0.02,"['Fred Ray', 'Jerry Robinson']"
"BACK TO THE FUTURE II #10/225 24x36 art print 2014 Mondo, Laurent Durieux, variant edition!",6x0188,855,Co704851,5884345,8,0.12,Laurent Durieux
"BIG TOP PEE-WEE #2/150 24x36 art print 2012 Mondo, DKNG, first edition!",6x0308,166,Ru704361,5884465,8,0.02,DKNG
"BIRDS signed #171/175 24x36 art print 2016 by artist Ken Taylor, Mondo, variant edition!",6x0322,301,Corvidae,5884479,8,0.04,Ken Taylor
"BATMAN: THE ANIMATED SERIES #2/125 18x24 art print 2020 Mondo, Tyger, Tyger, variant edition!",6x0282,186,GonzoArchivist,5884439,8,0.03,Phantom City Creative
"BIRDS #24/175 18x24 art print 2016 Mondo, creepy Thomas Danthony art, first edition!",6x0323,198,Newayles,5884480,8,0.03,Thomas Danthony
"BLACK BEETLE #2/225 24x36 art print 2013 Mondo, art by Francesco Francavilla",6x0325,69,Mu700319,5884482,8,0.01,Francesco Francavilla
"BATMOBILE #274/275 24x36 art print 2016 Mondo, art by Craig Drake!",6x0283,280,Wh707704,5884440,8,0.04,Craig Drake
"BLACK CAT signed artist's proof 14x24 art print 2012 by Jay Shaw, Mondo!",6x0326,78,Go700587,5884483,8,0.01,Jay Shaw
"BATMAN: THE ANIMATED SERIES #3/225 18x24 art print 2020 Mondo, Tyger, Tyger, regular edition!",6x0281,155,Fr702674,5884438,8,0.02,Phantom City Creative
"BLACK CAULDRON #2/255 24x36 art print 2017 Mondo, art by Randy Ortiz, first edition!",6x0328,88,Er699858,5884485,8,0.01,Randy Ortiz
"BATWING #2/275 24x36 art print 2018 Mondo, art by Craig Drake!",6x0288,112,Wh707704,5884445,8,0.02,Craig Drake
"BEETLEJUICE signed #147/195 18x24 art print 2010 by artist Rich Kelley, Mondo, wild!",6x0291,170,Ca706676,5884448,8,0.02,Rich Kelly
"BLACK PANTHER #2/375 24x36 art print 2018 Mondo, art of Boseman as T'Challa by Denys Cowan!",6x0332,185,Jonapoole,5884489,8,0.03,Denys Cowan
"BATMAN #2/275 24x36 art print 2019 Mondo, art by Frank Miller, The Dark Knight Returns!",6x0219,300,Tr706113,5884376,8,0.04,Frank Miller
"BLACK PANTHER #2/200 24x36 art print 2019 Mondo, Martin Ansin, variant edition!",6x0334,110,Mc707114,5884491,8,0.02,Martin Ansin
"BIG TROUBLE IN LITTLE CHINA #2/275 18x24 art print 2018 Mondo, regular edition!",6x0311,255,Ha699651,5884468,8,0.03,Phantom City Creative
"BLACK STALLION #2/210 18x24 art print 2015 Mondo, horse art by Nicholas Delort!",6x0336,83,Gr703006,5884493,8,0.01,Nicholas Delort
"BLACK SUNDAY #2/175 24x36 art print 2019 Mondo, creepy horror art of Steele by Randy Ortiz!",6x0337,115,RobertoItaly,5884494,8,0.02,Randy Ortiz
"ATLANTIS THE LOST EMPIRE signed #15/160 12x36 art print 2017 by Joe Dunn, Mondo!",6x0150,187,snielsen,5884307,8,0.03,Joe Dunn
"BLACK SWAN #3/125 24x36 art print 2012 Mondo, art by Craig Drake, Nina, first edition!",6x0338,155,Mu701521,5884495,8,0.02,Craig Drake
"BATMAN #4/250 24x36 art print 2019 Mondo, art by Greg Capullo, Batman 1 - New 52!",6x0220,93,Go707565,5884377,6,0.01,Greg Capullo
"BATMAN #5/225 24x36 art print 2019 Mondo, art by Greg Ruth, first edition!",6x0221,105,Co703374,5884378,6,0.01,Greg Ruth
"BATMAN #2/500 20x29 art print 2012 Mondo, art by JC Richard, The Batcave, first edition!",6x0204,135,Ne704636,5884361,6,0.02,JC Richard
"BATMAN #2/125 24x36 art print 2019 Mondo, art by Greg Ruth, variant edition!",6x0222,100,Ca705271,5884379,6,0.01,Greg Ruth
"BATMAN #2/200 24x36 art print 2019 Mondo, art by Infantino & Anderson, Detective Comics 367!",6x0223,86,Ba706777,5884380,6,0.01,"['Carmine Infantino', 'Murphy Anderson']"
"ALFRED HITCHCOCK group of 6 24x36 art prints 2012-2019 Mondo, Pullin, Quintana, Taylor!",6x0008,1452,jkj567,5884165,6,0.2,"['Gary Pullin', 'Dan Quintana', 'Ken Taylor', 'Adam Simpson', 'Tomer Hanuka', 'Daniel Danger']"
"BATMAN #2/250 24x36 art print 2019 Mondo, art by Jim Aparo, A Death in the Family!",6x0224,130,Ne704636,5884381,6,0.02,Jim Aparo
"BATMAN #2/200 24x36 art print 2019 Mondo, art by Jim Aparo, No. 291!",6x0225,80,Ne704636,5884382,6,0.01,Jim Aparo
"BATMAN #2/275 24x36 art print 2019 Mondo, art by Jim Lee, Hush!",6x0226,102,Prae7oriaN,5884383,6,0.01,Jim Lee
"BATMAN #3/250 24x36 art print 2019 Mondo, art by Kelley Jones, No. 497!",6x0227,109,Jo707378,5884384,6,0.01,Kelley Jones
"BATMAN #2/225 24x36 art print 2019 Mondo, art by Mike Mignola, Gotham by Gaslight!",6x0228,93,Pe707768,5884385,6,0.01,Mike Mignola
"BATMAN #2/250 24x36 art print 2019 Mondo, art by Neal Adams, No. 251!",6x0229,126,Ha703904,5884386,6,0.02,Neal Adams
"BATMAN #2/250 24x36 art print 2019 Mondo, art by Tim Sale, The Long Halloween!",6x0230,196,Ze707120,5884387,6,0.03,Tim Sale
"BATMAN #2/250 24x36 art print 2019 Mondo, art by Todd McFarlane, No. 423!",6x0231,105,To701411,5884388,6,0.01,Todd McFarlane
"BATMAN #2/250 18x24 art print 2019 Mondo, Bob Kane art, Detective Comics 27!",6x0234,115,Ha703904,5884391,6,0.02,Bob Kane
"BAND CALLED DEATH #2/100 18x24 art print 2013 Mondo, art by Jay Shaw, punk rock 'n' roll!",6x0198,132,Gu703680,5884355,6,0.02,Jay Shaw
"AMERICAN WEREWOLF IN LONDON #2/205 24x36 art print 2013 Mondo, art by Ken Taylor, variant!",6x0127,336,Co703609,5884284,6,0.05,Ken Taylor
"BATMAN #2/225 18x24 art print 2019 Mondo, Bob Kane art, Detective Comics 69!",6x0235,106,Ze707120,5884392,6,0.01,Jerry Robinson
"BATMAN #2/200 18x24 art print 2019 Mondo, Moldoff art, Detective Comics 241!",6x0236,133,mv97445,5884393,6,0.02,Sheldon Moldoff
"20,000 LEAGUES UNDER THE SEA #14/195 12x36 art print 2017 Mondo, Ansin, variant edition!",6x0048,610,De707606,5884205,6,0.08,Martin Ansin
"BATMAN signed #274/275 24x36 art print 2016 by Kevin Tong, Mondo, first edition!",6x0237,120,Ha703213,5884394,6,0.02,Kevin Tong
"BACK TO THE FUTURE TRILOGY #2/115 16x36 art print 2012 Mondo, uncut variant edition!",6x0194,901,ericmcfly,5884351,6,0.12,Phantom City Creative
"BATMAN signed #20/125 24x36 art print 2016 by Kevin Tong, Mondo, variant edition!",6x0238,125,Carmy37,5884395,6,0.02,Kevin Tong
"BATMAN BEGINS #2/150 18x24 art print 2014 Mondo, art by Kevin Tong, variant edition!",6x0239,250,somewhereinNY,5884396,6,0.03,Kevin Tong
"BATMAN RETURNS #370/375 24x36 art print 2016 Mondo. Nicholas Delort, first edition!",6x0240,251,Predminator,5884397,6,0.03,Nicholas Delort
"BATMAN V SUPERMAN #24/200 24x36 art print 2016 Mondo Ken Taylor, variant edition!",6x0241,110,aveenolotion,5884398,6,0.02,Ken Taylor
"BATMAN: MASK OF THE PHANTASM #2/325 15x24 art print 2014 Mondo, regular edition!",6x0242,260,Tr706113,5884399,6,0.04,Phantom City Creative
"BATMAN: MASK OF THE PHANTASM #14/125 15x24 art print 2014 Mondo, variant edition!",6x0243,215,zdemeter,5884400,6,0.03,Phantom City Creative
